protein_id_transcript	protein_id_gene	human_id	hgnc	number_of_peptides	unfE	fertE	cell16	iniG	latN	midTII	latTII	larva
KY21.Chr1.1056.v1.nonSL3-1	KY21.Chr1.1056	NSMCE1	HGNC:29897	3	1.04988739620776	0.984813845141116	1.09847072158846	0.943122170340774	1.06579304065181	0.926405877802634	0.949388411962314	0.982118536305122
KY21.Chr1.1057.v2.nonSL9-1	KY21.Chr1.1057	TACC1	HGNC:11522	13	1.41876393697916	1.42419694367785	1.12515422557674	0.920831031755599	0.850127227375288	0.761637176342076	0.826436132723422	0.672853325569864
KY21.Chr1.1058.v1.SL1-1	KY21.Chr1.1058	ZNF143	HGNC:12928	1	1.02127381235219	0.889419316951775	1.01135778188778	1.11610669344363	1.07740516441428	1.02587464369642	0.846193387866204	1.01236919938773
KY21.Chr1.1060.v1.nonSL2-1	KY21.Chr1.1060	SCYL3	HGNC:19285	4	0.585208769551862	0.575283544690641	0.691829928371817	0.957259250523619	1.00004015457823	1.25068209680103	1.30577068612734	1.63392556935546
KY21.Chr1.1061.v1.nonSL18-1	KY21.Chr1.1061	DDX39B	HGNC:13917	23	0.675633430536451	0.71627587456502	0.923310681017799	0.837181828530739	1.02587825479031	1.12298212567863	1.35887383373701	1.33986397114404
KY21.Chr1.1062.v3.SL2-1	KY21.Chr1.1062	KIFAP3	HGNC:17060	3	0.816380402176105	0.859772407947628	0.826283833888	0.940252475148936	1.07696105011092	1.06840354561164	1.21604247803856	1.1959038070782
KY21.Chr1.1063.v1.SL1-1	KY21.Chr1.1063	NR6A1	HGNC:7985	5	0.13193975805032	0.111465040934359	0.0817369885714921	0.0775327078774703	2.27352744298158	1.82446914295054	1.65060669429799	1.84872222433625
KY21.Chr1.1066.v1.SL1-1	KY21.Chr1.1066	COG7	HGNC:18622	13	0.854225276727987	0.900869483338411	0.966190835022613	1.09697564165218	1.14730768593523	1.06398572650705	0.974404901753393	0.996040449063135
KY21.Chr1.107.v1.SL1-1	KY21.Chr1.107	WDR33	HGNC:25651	9	0.825360519270435	0.862032688190924	1.06369918667372	1.03983020362492	1.01263103690489	1.08347766998375	1.05021811241404	1.06275058293731
KY21.Chr1.1072.v1.nonSL3-1	KY21.Chr1.1072	RPL8	HGNC:10368	34	0.986143395822137	0.959611883570348	1.03536492927607	0.959874735187295	0.993610547841969	1.00894334787929	1.02161523691951	1.03483592350338
KY21.Chr1.1073.v1.nonSL1-1	KY21.Chr1.1073	ZSWIM8	HGNC:23528	7	0.336738845804635	0.33805903682348	0.44744161551019	0.626796860998167	1.17782940851687	1.57859187831594	2.13391797889043	1.36062437514029
KY21.Chr1.1077.v1.ND1-1	KY21.Chr1.1077	TTC21B	HGNC:25660	11	0.898433471876215	0.878258229800393	0.946130129948657	0.828281681494592	0.994792194123774	1.13400592522598	1.20312696852559	1.1169713990048
KY21.Chr1.1078.v1.ND1-1	KY21.Chr1.1078	GRB2	HGNC:4566	1	6.69309954379205	0.508353865006492	0.00383961402848614	0.00464569032923734	0.00420448159000876	0.00234351015117886	0.33277995495557	0.450733340146979
KY21.Chr1.108.v1.ND1-1	KY21.Chr1.108	CYB5D1	HGNC:26516	2	0.367722811202017	0.478578366897186	0.675107482034081	1.06996320243561	1.25214214040908	1.31793649983143	1.42795020719256	1.41059928999804
KY21.Chr1.1085.v1.nonSL1-1	KY21.Chr1.1085	DEPDC5	HGNC:18423	2	1.13109145532001	0.959181581631121	0.849275063712055	0.793648535375803	0.721809451707648	0.9183543020006	1.25635118939252	1.37028842086025
KY21.Chr1.1088.v2.ND6-1	KY21.Chr1.1088	SRPRB	HGNC:24085	17	0.837107369029405	0.895840011770795	1.00087381277048	1.03915293923763	1.02991929534863	1.09798678002941	0.991089567980375	1.10803022383326
KY21.Chr1.1089.v1.SL1-1	KY21.Chr1.1089	DCUN1D1	HGNC:18184	12	0.927409225109778	0.832091964101651	1.02389882679596	1.04560758081095	1.01324746762566	0.982859270220863	1.05121208176471	1.12367358357042
KY21.Chr1.109.v1.ND1-1	KY21.Chr1.109	ENKUR	HGNC:28388	1	0.0630722295131511	1.21309028449278	0.43078952012065	1.16771772939697	0.558665132535759	0.841970915305602	1.79502275919126	1.92967142944383
KY21.Chr1.1093.v1.SL1-1	KY21.Chr1.1093	ACAP2	HGNC:16469	12	0.643241789764631	0.584150759977839	0.744380610574661	0.709737671407532	0.980430393694065	1.24431218089604	1.44397920536537	1.64976738831986
KY21.Chr1.1095.v1.SL1-1	KY21.Chr1.1095	AMBRA1	HGNC:25990	2	0.613095804735129	0.620457714378521	0.765367664170252	1.14513934198894	1.23247926575148	1.43126696768761	1.17854387369369	1.01364936759437
KY21.Chr1.1096.v1.SL2-2	KY21.Chr1.1096	COPB2	HGNC:2232	39	0.882394891881011	0.850369519079175	0.938481684522395	0.945001236380377	0.984395116974071	1.12324010109721	1.05888963662599	1.21722781343977
KY21.Chr1.1099.v1.nonSL4-1	KY21.Chr1.1099	GRAMD1A	HGNC:29305	5	0.455980979305632	0.432308965798486	0.515421586930503	0.149264280768425	0.160541227046493	0.55466145453966	1.96282546770797	3.76899603790283
KY21.Chr1.11.v1.nonSL3-1	KY21.Chr1.11	TFDP1	HGNC:11749	6	0.916301879269371	0.941544462993883	0.935457055987235	0.88587053886696	1.07256002522867	1.05276838713679	1.05983779109885	1.13565985941824
KY21.Chr1.110.v9.SL5-1	KY21.Chr1.110	VAMP3	HGNC:12644	2	0.977668126071465	0.966276202272386	1.18114407521693	0.962284570792512	0.912565205479523	0.851083724599121	0.992450534798327	1.15652756076974
KY21.Chr1.1100.v1.SL1-1	KY21.Chr1.1100	TCEA3	HGNC:11615	4	0.29912915964294	0.619563674646744	0.397986912551241	0.3815185937923	0.29977853876032	0.606546746371483	1.86840182020653	3.52707455402844
KY21.Chr1.1103.v1.SL1-1	KY21.Chr1.1103	COP1	HGNC:17440	5	0.995100160035574	1.00591211260026	1.03631064192017	0.886092894785468	1.04208612416766	1.00421887203516	0.964176686049116	1.06610250840659
KY21.Chr1.1104.v1.SL1-1	KY21.Chr1.1104	ERI1	HGNC:23994	5	0.978524108432168	1.01472126561207	1.06863818844192	0.954200624516024	1.05701799286975	0.973454859617968	0.969535202144564	0.983907758365531
KY21.Chr1.1109.v1.SL1-1	KY21.Chr1.1109	NPHP4	HGNC:19104	4	1.04057150836143	1.02512834053338	1.220059077026	1.29175221931927	1.15371735471327	0.897520259413675	0.750470447580403	0.620780793052581
KY21.Chr1.1117.v1.nonSL1-1	KY21.Chr1.1117	BICD2	HGNC:17208	7	0.939694354952235	0.965147126214813	1.04259990698591	0.94830977502805	0.896398680796082	0.805301563335248	1.16402581809924	1.23852277458842
KY21.Chr1.112.v1.nonSL1-1	KY21.Chr1.112	PTPMT1	HGNC:26965	4	0.543813196460224	0.654989166775254	0.981297709714669	1.43273719653252	1.26927270350963	1.28584693653537	0.950177906880395	0.881865183591936
KY21.Chr1.1121.v1.SL3-1	KY21.Chr1.1121	MCM4	HGNC:6947	30	1.01127905279455	1.03804260926549	1.05355504953411	1.0294349155432	1.0550369037202	1.01185615845959	0.958705369093126	0.842089941589724
KY21.Chr1.1122.v1.SL1-3	KY21.Chr1.1122	NINL	HGNC:29163	8	0.780083493232602	0.834013261957036	0.987452174537084	1.26475729135449	1.24749207977625	1.27500178222561	0.961954128890709	0.649245788026215
KY21.Chr1.1123.v1.nonSL2-1	KY21.Chr1.1123	GNB1L	HGNC:4397	2	1.5404422086307	0.887029153964145	1.75238135906202	0.725038098150652	0.577552399952598	0.823189634555374	0.996725931967546	0.697641213716967
KY21.Chr1.1124.v1.SL1-1	KY21.Chr1.1124	PUS7L	HGNC:25276	17	0.985061626665853	0.944641935832127	1.04558048778086	0.798381294049513	0.895176813410403	0.888736533883753	1.20123489745956	1.24118641091793
KY21.Chr1.1128.v2.SL3-1	KY21.Chr1.1128	PRKAR2A	HGNC:9391	7	0.758776903141664	1.01561413312727	0.945204029999859	0.929076729144541	0.914057368564043	1.07470578420023	1.09781560628694	1.26474944553545
KY21.Chr1.1130.v1.nonSL10-1	KY21.Chr1.1130	HSP90B1	HGNC:12028	142	1.03618678847979	0.991072690397439	1.02689980748475	0.965313500402724	0.943708412332298	0.970301253740761	1.0374084404828	1.02910910667944
KY21.Chr1.1135.v1.SL1-2	KY21.Chr1.1135	AGL	HGNC:321	23	0.195773323913619	0.238340970855391	0.438530717773198	0.583382683703025	0.950305734870133	1.51760749490638	1.85361010712889	2.22244896684937
KY21.Chr1.1137.v1.SL2-1	KY21.Chr1.1137	SYCE2	HGNC:27411	1	1.43081523104303	4.88977404259453	0.579399092389225	0.531613225770323	0.367534208823421	0.195674010931353	0.00243821217509547	0.0027519762730261
KY21.Chr1.1138.v1.nonSL4-1	KY21.Chr1.1138	TEKT2	HGNC:11725	1	0.205666657949504	0.944777286974578	0.608038458788856	1.39387023030076	1.07799565481405	1.17167143946541	1.43705795353278	1.16092231817406
KY21.Chr1.1139.v1.SL2-1	KY21.Chr1.1139	GMNN	HGNC:17493	7	2.48855081740583	0.963299769996391	1.26837599596806	1.39903880871243	1.03505444732332	0.448395059444051	0.232465515634798	0.164819585515113
KY21.Chr1.1140.v1.SL1-1	KY21.Chr1.1140	VPS28	HGNC:18178	6	0.862957839809477	0.847895764438291	0.930547295899144	0.954097075203988	1.05238842020405	1.07304807799809	1.09989439160271	1.17917113484425
KY21.Chr1.1142.v1.SL1-1	KY21.Chr1.1142	CTSC	HGNC:2528	14	1.07202098615522	1.02778491411614	1.05258687376696	1.40232227373826	1.32570820041754	1.01041475939356	0.63447924125271	0.474682751159605
KY21.Chr1.1143.v1.nonSL2-1	KY21.Chr1.1143	TTPAL	HGNC:16114	15	0.969276133846229	0.890267198570725	0.979507062391135	1.01237309424395	0.977981735504207	0.92179726654353	1.15915422515438	1.08964328374585
KY21.Chr1.1144.v1.SL1-1	KY21.Chr1.1144	C12orf4	HGNC:1184	5	0.965187839646058	0.891502964468529	1.00214903822665	0.980661862419567	1.00273595705854	0.973349880495686	1.1287762300705	1.05563622761447
KY21.Chr1.1146.v1.SL1-1	KY21.Chr1.1146	UVSSA	HGNC:29304	5	0.500787606568103	0.658616898484268	0.734819983422269	1.34468561231321	1.4629863652989	1.32804222300405	0.965357653894836	1.00470365701436
KY21.Chr1.1147.v1.SL1-1	KY21.Chr1.1147	CIB1	HGNC:16920	4	0.965022305204784	0.939127466333162	1.18025369545133	1.10367126110522	1.0051291793789	0.967281876803391	0.942370119037963	0.897144096685246
KY21.Chr1.1148.v1.SL1-1	KY21.Chr1.1148	XPNPEP1	HGNC:12822	13	0.997398651734848	0.872245441511127	1.02529431835872	0.957655153195974	1.03481921952655	1.03478882344921	0.987305587951034	1.09049280427254
KY21.Chr1.1150.v2.nonSL2-1	KY21.Chr1.1150	KIF3B	HGNC:6320	9	0.777445462913191	0.768550628430311	1.09797964560229	0.974260057717406	1.04390644216698	1.04511675412158	1.13942115616534	1.15331985288291
KY21.Chr1.1151.v1.SL2-1	KY21.Chr1.1151	ZNF830	HGNC:28291	4	0.87472688146611	1.0273365096093	1.15221081987908	1.05521980819293	1.01663994773808	0.984421381368567	0.969020307874462	0.920424343871469
KY21.Chr1.1153.v2.ND3-1	KY21.Chr1.1153	CYB5R2	HGNC:24376	7	0.472470719578985	0.434452745420455	0.46671839153585	0.595028392005614	0.680811784464155	0.907420479954808	1.7680392371406	2.67505824989954
KY21.Chr1.1156.v1.nonSL1-1	KY21.Chr1.1156	CASK	HGNC:1497	10	0.682605566266555	0.716080095762827	0.881577172650719	0.978826456701712	1.01201160391986	1.09257999676243	1.2013469993877	1.4349721085482
KY21.Chr1.116.v1.SL1-1	KY21.Chr1.116	RAB23	HGNC:14263	3	0.406139559403336	0.393803145344439	0.0912347422159255	0.0918188281242043	0.776130120609315	1.43506877662629	2.02469892421933	2.78110590345716
KY21.Chr1.1160.v1.SL1-1	KY21.Chr1.1160	DDX19B	HGNC:2742	17	0.943523880624845	0.910278495814896	1.00321052013649	1.02190498633307	1.03676896361631	1.01569391516049	1.03812413675384	1.03049510156006
KY21.Chr1.1162.v1.SL1-1	KY21.Chr1.1162	EXOC4	HGNC:30389	10	0.682806047619291	0.680816915473267	0.761228157906964	0.987868188311077	1.048035754589	1.18916024734993	1.23334201853494	1.41674267021553
KY21.Chr1.1163.v1.SL1-1	KY21.Chr1.1163	TCEA1	HGNC:11612	10	1.01078848097009	0.974701065611413	0.982347919530096	1.00957908762308	1.03263939549864	0.996145084016582	1.02927209450946	0.964526872240634
KY21.Chr1.1167.v1.SL2-1	KY21.Chr1.1167	NR2C2AP	HGNC:30763	1	0.84345170557405	0.790377941193314	0.977817867852849	0.931427499767975	0.96518636921378	1.07572276615938	1.17566545693879	1.24035039329986
KY21.Chr1.1168.v1.SL1-1	KY21.Chr1.1168	MRRF	HGNC:7234	5	0.886462072616693	0.868261534800478	0.925730040867007	1.15921752951192	1.07337302940849	0.99621621994903	1.05446280434532	1.03627676850107
KY21.Chr1.117.v1.SL1-1	KY21.Chr1.117	BARD1	HGNC:952	1	0.714671424770018	1.00690243357521	1.40184756916974	0.907870282578835	1.77250989127421	0.960363134662828	0.524379493545033	0.711455770424124
KY21.Chr1.1172.v1.SL1-1	KY21.Chr1.1172	MFAP1	HGNC:7032	6	0.602055616938936	0.66973594571549	0.860873268873353	0.998481316120265	1.09856394240672	1.21209183395086	1.2894350351686	1.26876304082578
KY21.Chr1.1173.v2.SL3-1	KY21.Chr1.1173	IRAK1	HGNC:6112	6	0.992994429683253	0.96071896128961	1.01890030473303	0.978939031281108	1.00350364597711	0.983640198158733	1.04616834685669	1.01513508202046
KY21.Chr1.1174.v1.SL1-1	KY21.Chr1.1174	DLD	HGNC:2898	54	1.07217121010349	1.01884079889281	1.01442418079382	1.03125803207633	1.03443059059534	1.00436379394087	0.901713003548683	0.922798390048646
KY21.Chr1.1175.v1.SL1-2	KY21.Chr1.1175	MRPL52	HGNC:16655	4	0.882556108998286	1.01239744398773	1.05262932706098	1.30444545531075	1.20756986337287	1.01070274279516	0.812125462883274	0.717573595590944
KY21.Chr1.1176.v1.SL2-1	KY21.Chr1.1176	RAB7A	HGNC:9788	14	1.06003044340087	1.00709004789307	1.07817492499807	0.935613401298286	0.991169908497219	0.856977438228857	1.03886018878497	1.03208364689866
KY21.Chr1.1177.v1.SL4-1	KY21.Chr1.1177	USP15	HGNC:12613	32	1.0828039167478	0.983846860600313	1.05223016321517	0.857578159963322	0.880876753671487	0.9217538053355	1.11400443317103	1.10690590729538
KY21.Chr1.1180.v1.SL1-2	KY21.Chr1.1180	MMAB	HGNC:19331	5	0.89798721713931	0.902439638885325	0.939212449073737	0.972912711766576	0.942082594104673	1.05451313202089	1.17921724585695	1.11163501115253
KY21.Chr1.1181.v1.SL1-1	KY21.Chr1.1181	SLC25A11	HGNC:10981	19	0.965653512335363	0.892228988774874	0.991498413316109	0.97101051509486	0.994183901670842	0.941582097577032	1.10320845938262	1.1406341118483
KY21.Chr1.1187.v4.SL1-3	KY21.Chr1.1187	GREB1	HGNC:24885	3	0.391106390037894	0.199111948028122	0.091131224689243	0.0760237023605266	0.243935269471782	0.967271302736672	2.62138871340127	3.41003144927449
KY21.Chr1.1192.v1.SL1-1	KY21.Chr1.1192	MYT1L	HGNC:7623	1	0.00267362078816353	0.00272558486112312	0.101853468546051	0.0776507622899157	1.84620967017928	1.80598406144111	2.16710108437995	1.9958017475144
KY21.Chr1.1199.v1.SL2-1	KY21.Chr1.1199	SNX33	HGNC:28468	8	0.69536539565871	0.685771860596586	0.732070998400091	0.96847859940477	1.12693042603212	1.00279575851454	1.80773928065393	0.980847680739264
KY21.Chr1.12.v1.SL3-1	KY21.Chr1.12	GCC1	HGNC:19095	10	0.528485243395188	0.527015504253592	0.714632452820187	1.10024213047079	1.21804398893344	1.20456332551314	1.29697858170698	1.41003877290668
KY21.Chr1.1200.v1.nonSL3-1	KY21.Chr1.1200	MED4	HGNC:17903	1	1.06155130826921	1.01315790442328	1.1144815292735	1.01365605822752	0.96322030575992	0.931157530339146	1.01863058275038	0.884144780957034
KY21.Chr1.1201.v1.SL1-1	KY21.Chr1.1201	NUP98	HGNC:8068	5	1.02517281882352	0.927654801777729	1.09888014463329	1.11425957370805	1.09630690676638	0.917463242168198	0.962007519838192	0.858254992284649
KY21.Chr1.1202.v1.SL1-1	KY21.Chr1.1202	BHMT	HGNC:1047	10	0.936568136702586	0.729346213797341	0.944758424349357	1.09664503561279	1.11362344670056	1.09494482236438	1.0215270884964	1.0625868319766
KY21.Chr1.1206.v1.SL1-1	KY21.Chr1.1206	KLRD1	HGNC:6378	4	0.0939355984881773	0.0164460933630445	0.122849729576905	0.0418714852174728	0.132145048399205	0.342004099358919	2.36348900989481	4.88725893570147
KY21.Chr1.1209.v1.nonSL7-1	KY21.Chr1.1209	YPEL5	HGNC:18329	2	0.65339443128565	0.624516103780042	0.739570268508201	0.850460708920434	1.05983580099548	1.1604179468483	1.34458598796277	1.56721875169912
KY21.Chr1.1211.v1.SL2-1	KY21.Chr1.1211	TSPAN7	HGNC:11854	2	0.957695216372976	0.846635990760606	0.875357647552665	1.01195370381648	0.907915694162498	1.12400391753999	1.13997545992984	1.13646236986494
KY21.Chr1.1212.v1.nonSL3-1	KY21.Chr1.1212	IPO5	HGNC:6402	25	0.759302288322913	0.737141644646637	0.865467229186294	0.878483989854961	1.03412492878337	1.13845041569271	1.29102484238716	1.29600466112594
KY21.Chr1.1213.v2.SL2-2	KY21.Chr1.1213	COL4A6	HGNC:2208	2	0.0713513654579035	0.0459896150160097	0.0762873113678472	0.0426443268311894	0.171173612065747	1.40586443423496	2.59313092693427	3.59355840809207
KY21.Chr1.1215.v3.nonSL8-4	KY21.Chr1.1215	COL4A6	HGNC:2208	5	0.0309971680309768	0.0323792491653415	0.103589768162564	0.0413298220116432	0.0508271637233344	0.395306367997495	2.17433467062436	5.17123579028429
KY21.Chr1.1226.v1.SL1-1	KY21.Chr1.1226	UBA1	HGNC:12469	64	1.03054486782622	1.00854687870405	1.0653047949237	0.93262078236613	0.981022883608179	0.959576312334017	1.00237562948849	1.02000785074921
KY21.Chr1.1228.v1.SL1-1	KY21.Chr1.1228	FAM110B	HGNC:28587	3	0.49029566001953	0.747434884312774	1.97067443216775	1.72463747692863	0.907863803756176	0.522501421065506	0.808018265505245	0.828574056244384
KY21.Chr1.1229.v1.SL1-1	KY21.Chr1.1229	RTCA	HGNC:17981	5	0.674487192332273	0.609771488365078	0.942930649166487	1.10684430343641	1.23739975747996	1.17275825712626	1.1246798342582	1.13112851783534
KY21.Chr1.1232.v1.SL1-1	KY21.Chr1.1232	CWC15	HGNC:26939	7	0.882865690008256	0.853743568161091	0.884918959004927	0.984145786104665	1.09966894437416	1.07255452685471	1.11714496898186	1.10495755651033
KY21.Chr1.1233.v1.SL1-1	KY21.Chr1.1233	RRAGA	HGNC:16963	10	0.820310420227706	0.796313893292045	1.04702511078668	0.995819921488916	1.14394666816539	1.10819889817228	1.06488959756222	1.02349549030478
KY21.Chr1.1234.v1.nonSL6-1	KY21.Chr1.1234	CYP3A43	HGNC:17450	1	0.320858562073649	0.295202110981613	0.666365233274054	0.230140450495132	0.519363181347873	0.515499071541177	2.63335572892261	2.81921566136389
KY21.Chr1.1235.v1.nonSL1-1	KY21.Chr1.1235	PMVK	HGNC:9141	1	0.847446564719181	0.745387708024322	0.842359020616117	1.03337460331394	1.06848368568232	1.03912075738403	1.22466221834293	1.19916544191717
KY21.Chr1.1236.v1.SL1-1	KY21.Chr1.1236	POLR3H	HGNC:30349	2	0.86795161557439	0.815852971996125	1.03264827491356	0.415062392349654	0.7273264486061	0.986976975873412	1.6198434639123	1.53433785677446
KY21.Chr1.1239.v1.SL1-1	KY21.Chr1.1239	DYM	HGNC:21317	5	0.49969475310313	0.481580196202168	0.774314273695124	0.969272555084258	1.21739941267163	1.39347055726438	1.33076915788088	1.33349909409844
