protein_id_transcript	protein_id_gene	human_id	hgnc	number_of_peptides	unfE	fertE	cell16	iniG	latN	midTII	latTII	larva
KY21.Chr1.1011.v1.SL1-1	KY21.Chr1.1011	SLC9A9	HGNC:20653	2	0.0869993795175803	0.0828260298149005	0.0974244401603864	0.118164015431028	0.137420208221978	0.136693732047038	0.168049177593995	0.172423017213094
KY21.Chr1.1012.v1.SL1-1	KY21.Chr1.1012	SPEN	HGNC:17575	24	0.106361613787137	0.108776379148143	0.109112698807905	0.117822735548455	0.123514298678115	0.136471554723055	0.152881963132341	0.145058756174849
KY21.Chr1.1013.v1.ND1-1	KY21.Chr1.1013	SPEN	HGNC:17575	5	0.13027251832892	0.112824890315762	0.117540022355404	0.105737321489833	0.128831342847801	0.128837742841733	0.136412994157577	0.13954316766297
KY21.Chr1.1014.v2.ND2-1	KY21.Chr1.1014	XPO7	HGNC:14108	25	0.122616705588454	0.12121205647116	0.127874657069628	0.127284410044354	0.134217581768688	0.128426738087527	0.117694070744209	0.120673780225981
KY21.Chr1.1015.v1.SL1-1	KY21.Chr1.1015	RFK	HGNC:30324	1	0.133350152075351	0.129493272775001	0.119770483838136	0.153169515403585	0.126839105667844	0.120089965797459	0.106228555409205	0.111058949033418
KY21.Chr1.1016.v1.SL1-1	KY21.Chr1.1016	CPOX	HGNC:2321	11	0.103676419464925	0.106392124803364	0.121638878391503	0.119509469066064	0.126702088343713	0.132071724077573	0.14537828153621	0.144631014316648
KY21.Chr1.1018.v1.nonSL1-1	KY21.Chr1.1018	ABRAXAS2	HGNC:28975	3	0.0984878459787753	0.123289486931733	0.137345129201748	0.138044601582614	0.123997826783795	0.13360969747772	0.119622823339141	0.125602588704473
KY21.Chr1.1019.v1.SL1-1	KY21.Chr1.1019	PPM1G	HGNC:9278	11	0.101472827254904	0.0981483298994219	0.114911747686384	0.131122257955411	0.135106348682824	0.132060429127175	0.146188274663136	0.140989784730745
KY21.Chr1.102.v1.nonSL2-1	KY21.Chr1.102	DNAJB9	HGNC:6968	2	0.0384117527921717	0.0368863364406739	0.0794878241399819	0.0972124463903362	0.140256111514548	0.188026569753161	0.185187704828414	0.234531254140712
KY21.Chr1.1020.v1.SL1-1	KY21.Chr1.1020	MGME1	HGNC:16205	2	0.183467950676008	0.134037681373065	0.121941160863863	0.0917961929373014	0.095850228802302	0.142898707547786	0.11312661793631	0.116881459863364
KY21.Chr1.1022.v1.ND1-1	KY21.Chr1.1022	CCDC15	HGNC:25798	2	0.0555710043693596	0.0594995071439351	0.0993291963219973	0.181481033606647	0.21242264775665	0.161798680984032	0.133572452937955	0.0963254768794232
KY21.Chr1.1024.v1.SL1-1	KY21.Chr1.1024	CEP85	HGNC:25309	10	0.134989085367351	0.143756494742798	0.121533370853048	0.0641987514594752	0.0833567862920021	0.110677934316017	0.153624588295784	0.187862988673526
KY21.Chr1.1027.v2.nonSL3-1	KY21.Chr1.1027	GNAI1	HGNC:4384	7	0.103427062507103	0.101250698305248	0.12538800405471	0.114867186479421	0.110113066364672	0.123494965237492	0.146953603114519	0.174505413936836
KY21.Chr1.1029.v1.SL1-1	KY21.Chr1.1029	UVRAG	HGNC:12640	2	0.0971390713107338	0.0854047793687436	0.118747157611216	0.118791016874025	0.125373378975481	0.151083293101421	0.150859297755145	0.152602005003235
KY21.Chr1.1031.v1.ND1-1	KY21.Chr1.1031	EPC1	HGNC:19876	3	0.117974881429147	0.106065132178967	0.118224798023648	0.0913823493488563	0.130598392545462	0.137875404308012	0.138744368243963	0.159134673921945
KY21.Chr1.1035.v1.SL1-1	KY21.Chr1.1035	DDX58	HGNC:19102	8	0.0774115865606235	0.069924852629791	0.102546311300564	0.12372850629692	0.131172601437441	0.144367182574483	0.165035183447889	0.185813775752288
KY21.Chr1.1040.v1.nonSL7-1	KY21.Chr1.1040	APIP	HGNC:17581	2	0.0777074954527141	0.0832902488660121	0.0964897294856459	0.130798040590387	0.119751011138494	0.123377776032662	0.191522640784218	0.177063057649867
KY21.Chr1.1041.v1.nonSL2-1	KY21.Chr1.1041	GPR155	HGNC:22951	1	0.286554804323604	0.081389579105578	0.0930370243523201	0.0458124041686456	0.017645694267482	0.0712951320218306	0.128846415993964	0.275418945766576
KY21.Chr1.1042.v1.nonSL4-1	KY21.Chr1.1042	SH3GLB1	HGNC:10833	8	0.139418407988402	0.129989875619994	0.126879477689215	0.118339766229668	0.12153147475575	0.115465296359525	0.122806263056335	0.125569438301112
KY21.Chr1.1045.v1.SL1-1	KY21.Chr1.1045	TXN	HGNC:12435	4	0.901480098973009	0.0637744491245139	0.0103578271634702	0.000945505369883919	0.000494091395259388	0.000868042401043235	0.00205787078335163	0.0200221147894685
KY21.Chr1.1046.v1.SL1-1	KY21.Chr1.1046	RBM33	HGNC:27223	8	0.0592686901868833	0.0747610127281445	0.142844190891981	0.127447744794701	0.150623641271854	0.147009851553814	0.166293908762806	0.131750959809816
KY21.Chr1.1050.v1.SL1-1	KY21.Chr1.1050	GSTM3	HGNC:4635	17	0.123087891437522	0.122623027823803	0.138129303040953	0.114907499355766	0.11931197342632	0.113146674669096	0.132216930221014	0.136576700025526
KY21.Chr1.1051.v1.SL1-1	KY21.Chr1.1051	CYRIB	HGNC:25216	6	0.0907304193596838	0.0611645675222062	0.101121056159826	0.105307196025965	0.12705878254792	0.138097601272785	0.144644885651722	0.231875491459893
KY21.Chr1.1055.v1.SL1-1	KY21.Chr1.1055	PRIM2	HGNC:9370	14	0.133517573998132	0.128337883167379	0.141246417213358	0.137769344370704	0.144836322302163	0.118151952391574	0.10559985839948	0.0905406481572104
KY21.Chr1.1056.v1.nonSL3-1	KY21.Chr1.1056	NSMCE1	HGNC:29897	3	0.13123592452597	0.12310173064264	0.137308840198558	0.117890271292597	0.133224130081477	0.115800734725329	0.118673551495289	0.12276481703814
KY21.Chr1.1057.v2.nonSL9-1	KY21.Chr1.1057	TACC1	HGNC:11522	13	0.177345492122395	0.178024617959731	0.140644278197093	0.11510387896945	0.106265903421911	0.0952046470427594	0.103304516590428	0.0841066656962329
KY21.Chr1.1058.v1.SL1-1	KY21.Chr1.1058	ZNF143	HGNC:12928	1	0.127659226544024	0.111177414618972	0.126419722735973	0.139513336680453	0.134675645551785	0.128234330462052	0.105774173483276	0.126546149923466
KY21.Chr1.1060.v1.nonSL2-1	KY21.Chr1.1060	SCYL3	HGNC:19285	4	0.0731510961939827	0.0719104430863302	0.0864787410464772	0.119657406315452	0.125005019322278	0.156335262100129	0.163221335765917	0.204240696169433
KY21.Chr1.1061.v1.nonSL18-1	KY21.Chr1.1061	DDX39B	HGNC:13917	23	0.0844541788170564	0.0895344843206275	0.115413835127225	0.104647728566342	0.128234781848788	0.140372765709829	0.169859229217126	0.167482996393005
KY21.Chr1.1062.v3.SL2-1	KY21.Chr1.1062	KIFAP3	HGNC:17060	3	0.102047550272013	0.107471550993453	0.103285479236	0.117531559393617	0.134620131263865	0.133550443201456	0.15200530975482	0.149487975884775
KY21.Chr1.1063.v1.SL1-1	KY21.Chr1.1063	NR6A1	HGNC:7985	5	0.0164924697562901	0.0139331301167949	0.0102171235714365	0.00969158848468379	0.284190930372697	0.228058642868817	0.206325836787249	0.231090278042031
KY21.Chr1.1066.v1.SL1-1	KY21.Chr1.1066	COG7	HGNC:18622	13	0.106778159590998	0.112608685417301	0.120773854377827	0.137121955206522	0.143413460741904	0.132998215813381	0.121800612719174	0.124505056132892
KY21.Chr1.107.v1.SL1-1	KY21.Chr1.107	WDR33	HGNC:25651	9	0.103170064908804	0.107754086023866	0.132962398334215	0.129978775453116	0.126578879613111	0.135434708747969	0.131277264051755	0.132843822867164
KY21.Chr1.1072.v1.nonSL3-1	KY21.Chr1.1072	RPL8	HGNC:10368	34	0.123267924477767	0.119951485446293	0.129420616159509	0.119984341898412	0.124201318480246	0.126117918484911	0.127701904614938	0.129354490437923
KY21.Chr1.1073.v1.nonSL1-1	KY21.Chr1.1073	ZSWIM8	HGNC:23528	7	0.0420923557255794	0.042257379602935	0.0559302019387738	0.0783496076247709	0.147228676064609	0.197323984789493	0.266739747361303	0.170078046892536
KY21.Chr1.1077.v1.ND1-1	KY21.Chr1.1077	TTC21B	HGNC:25660	11	0.112304183984527	0.109782278725049	0.118266266243582	0.103535210186824	0.124349024265472	0.141750740653247	0.150390871065699	0.1396214248756
KY21.Chr1.1078.v1.ND1-1	KY21.Chr1.1078	GRB2	HGNC:4566	1	0.836637442974006	0.0635442331258115	0.000479951753560767	0.000580711291154667	0.000525560198751095	0.000292938768897358	0.0415974943694462	0.0563416675183724
KY21.Chr1.108.v1.ND1-1	KY21.Chr1.108	CYB5D1	HGNC:26516	2	0.0459653514002522	0.0598222958621483	0.0843884352542601	0.133745400304451	0.156517767551135	0.164742062478929	0.17849377589907	0.176324911249755
KY21.Chr1.1085.v1.nonSL1-1	KY21.Chr1.1085	DEPDC5	HGNC:18423	2	0.141386431915001	0.11989769770389	0.106159382964007	0.0992060669219754	0.090226181463456	0.114794287750075	0.157043898674065	0.171286052607531
KY21.Chr1.1088.v2.ND6-1	KY21.Chr1.1088	SRPRB	HGNC:24085	17	0.104638421128676	0.111980001471349	0.12510922659631	0.129894117404704	0.128739911918579	0.137248347503677	0.123886195997547	0.138503777979158
KY21.Chr1.1089.v1.SL1-1	KY21.Chr1.1089	DCUN1D1	HGNC:18184	12	0.115926153138722	0.104011495512706	0.127987353349495	0.130700947601369	0.126655933453208	0.122857408777608	0.131401510220589	0.140459197946303
KY21.Chr1.109.v1.ND1-1	KY21.Chr1.109	ENKUR	HGNC:28388	1	0.00788402868914389	0.151636285561598	0.0538486900150812	0.145964716174621	0.0698331415669699	0.1052463644132	0.224377844898907	0.241208928680479
KY21.Chr1.1093.v1.SL1-1	KY21.Chr1.1093	ACAP2	HGNC:16469	12	0.0804052237205788	0.0730188449972299	0.0930475763218326	0.0887172089259415	0.122553799211758	0.155539022612005	0.180497400670671	0.206220923539983
KY21.Chr1.1095.v1.SL1-1	KY21.Chr1.1095	AMBRA1	HGNC:25990	2	0.0766369755918911	0.0775572142973151	0.0956709580212815	0.143142417748618	0.154059908218936	0.178908370960952	0.147317984211712	0.126706170949296
KY21.Chr1.1096.v1.SL2-2	KY21.Chr1.1096	COPB2	HGNC:2232	39	0.110299361485126	0.106296189884897	0.117310210565299	0.118125154547547	0.123049389621759	0.140405012637151	0.132361204578248	0.152153476679972
KY21.Chr1.1099.v1.nonSL4-1	KY21.Chr1.1099	GRAMD1A	HGNC:29305	5	0.056997622413204	0.0540386207248108	0.0644276983663128	0.0186580350960531	0.0200676533808117	0.0693326818174576	0.245353183463496	0.471124504737854
KY21.Chr1.11.v1.nonSL3-1	KY21.Chr1.11	TFDP1	HGNC:11749	6	0.114537734908671	0.117693057874235	0.116932131998404	0.11073381735837	0.134070003153583	0.131596048392099	0.132479723887356	0.14195748242728
KY21.Chr1.110.v9.SL5-1	KY21.Chr1.110	VAMP3	HGNC:12644	2	0.122208515758933	0.120784525284048	0.147643009402116	0.120285571349064	0.11407065068494	0.10638546557489	0.124056316849791	0.144565945096217
KY21.Chr1.1100.v1.SL1-1	KY21.Chr1.1100	TCEA3	HGNC:11615	4	0.0373911449553675	0.077445459330843	0.0497483640689051	0.0476898242240375	0.03747231734504	0.0758183432964353	0.233550227525816	0.440884319253555
KY21.Chr1.1103.v1.SL1-1	KY21.Chr1.1103	COP1	HGNC:17440	5	0.124387520004447	0.125739014075033	0.129538830240021	0.110761611848183	0.130260765520958	0.125527359004395	0.120522085756139	0.133262813550824
KY21.Chr1.1104.v1.SL1-1	KY21.Chr1.1104	ERI1	HGNC:23994	5	0.122315513554021	0.126840158201509	0.133579773555241	0.119275078064503	0.132127249108719	0.121681857452246	0.12119190026807	0.122988469795691
KY21.Chr1.1109.v1.SL1-1	KY21.Chr1.1109	NPHP4	HGNC:19104	4	0.130071438545178	0.128141042566672	0.15250738462825	0.161469027414909	0.144214669339158	0.112190032426709	0.0938088059475504	0.0775975991315726
KY21.Chr1.1117.v1.nonSL1-1	KY21.Chr1.1117	BICD2	HGNC:17208	7	0.117461794369029	0.120643390776852	0.130324988373239	0.118538721878506	0.11204983509951	0.100662695416906	0.145503227262405	0.154815346823552
KY21.Chr1.112.v1.nonSL1-1	KY21.Chr1.112	PTPMT1	HGNC:26965	4	0.067976649557528	0.0818736458469067	0.122662213714334	0.179092149566565	0.158659087938704	0.160730867066922	0.118772238360049	0.110233147948992
KY21.Chr1.1121.v1.SL3-1	KY21.Chr1.1121	MCM4	HGNC:6947	30	0.126409881599318	0.129755326158187	0.131694381191764	0.128679364442901	0.131879612965025	0.126482019807449	0.119838171136641	0.105261242698715
KY21.Chr1.1122.v1.SL1-3	KY21.Chr1.1122	NINL	HGNC:29163	8	0.0975104366540752	0.10425165774463	0.123431521817136	0.158094661419312	0.155936509972031	0.159375222778201	0.120244266111339	0.0811557235032769
KY21.Chr1.1123.v1.nonSL2-1	KY21.Chr1.1123	GNB1L	HGNC:4397	2	0.192555276078838	0.110878644245518	0.219047669882752	0.0906297622688315	0.0721940499940747	0.102898704319422	0.124590741495943	0.0872051517146209
KY21.Chr1.1124.v1.SL1-1	KY21.Chr1.1124	PUS7L	HGNC:25276	17	0.123132703333232	0.118080241979016	0.130697560972608	0.0997976617561891	0.1118971016763	0.111092066735469	0.150154362182444	0.155148301364741
KY21.Chr1.1128.v2.SL3-1	KY21.Chr1.1128	PRKAR2A	HGNC:9391	7	0.094847112892708	0.126951766640908	0.118150503749982	0.116134591143068	0.114257171070505	0.134338223025029	0.137226950785868	0.158093680691931
KY21.Chr1.1130.v1.nonSL10-1	KY21.Chr1.1130	HSP90B1	HGNC:12028	142	0.129523348559974	0.12388408629968	0.128362475935594	0.120664187550341	0.117963551541537	0.121287656717595	0.129676055060349	0.12863863833493
KY21.Chr1.1135.v1.SL1-2	KY21.Chr1.1135	AGL	HGNC:321	23	0.0244716654892024	0.0297926213569238	0.0548163397216497	0.0729228354628781	0.118788216858767	0.189700936863297	0.231701263391111	0.277806120856171
KY21.Chr1.1137.v1.SL2-1	KY21.Chr1.1137	SYCE2	HGNC:27411	1	0.178851903880378	0.611221755324316	0.0724248865486532	0.0664516532212904	0.0459417761029276	0.0244592513664191	0.000304776521886933	0.000343997034128263
KY21.Chr1.1138.v1.nonSL4-1	KY21.Chr1.1138	TEKT2	HGNC:11725	1	0.025708332243688	0.118097160871822	0.076004807348607	0.174233778787595	0.134749456851756	0.146458929933176	0.179632244191597	0.145115289771758
KY21.Chr1.1139.v1.SL2-1	KY21.Chr1.1139	GMNN	HGNC:17493	7	0.311068852175729	0.120412471249549	0.158546999496008	0.174879851089054	0.129381805915415	0.0560493824305064	0.0290581894543498	0.0206024481893891
KY21.Chr1.1140.v1.SL1-1	KY21.Chr1.1140	VPS28	HGNC:18178	6	0.107869729976185	0.105986970554786	0.116318411987393	0.119262134400499	0.131548552525506	0.134131009749761	0.137486798950339	0.147396391855531
KY21.Chr1.1142.v1.SL1-1	KY21.Chr1.1142	CTSC	HGNC:2528	14	0.134002623269402	0.128473114264517	0.13157335922087	0.175290284217282	0.165713525052193	0.126301844924195	0.0793099051565888	0.0593353438949506
KY21.Chr1.1143.v1.nonSL2-1	KY21.Chr1.1143	TTPAL	HGNC:16114	15	0.121159516730779	0.111283399821341	0.122438382798892	0.126546636780493	0.122247716938026	0.115224658317941	0.144894278144297	0.136205410468232
KY21.Chr1.1144.v1.SL1-1	KY21.Chr1.1144	C12orf4	HGNC:1184	5	0.120648479955757	0.111437870558566	0.125268629778332	0.122582732802446	0.125341994632318	0.121668735061961	0.141097028758812	0.131954528451808
KY21.Chr1.1146.v1.SL1-1	KY21.Chr1.1146	UVSSA	HGNC:29304	5	0.0625984508210129	0.0823271123105335	0.0918524979277836	0.168085701539151	0.182873295662363	0.166005277875507	0.120669706736855	0.125587957126795
KY21.Chr1.1147.v1.SL1-1	KY21.Chr1.1147	CIB1	HGNC:16920	4	0.120627788150598	0.117390933291645	0.147531711931416	0.137958907638153	0.125641147422363	0.120910234600424	0.117796264879745	0.112143012085656
KY21.Chr1.1148.v1.SL1-1	KY21.Chr1.1148	XPNPEP1	HGNC:12822	13	0.124674831466856	0.109030680188891	0.12816178979484	0.119706894149497	0.129352402440819	0.129348602931152	0.123413198493879	0.136311600534067
KY21.Chr1.1150.v2.nonSL2-1	KY21.Chr1.1150	KIF3B	HGNC:6320	9	0.0971806828641489	0.0960688285537889	0.137247455700286	0.121782507214676	0.130488305270873	0.130639594265198	0.142427644520667	0.144164981610363
KY21.Chr1.1151.v1.SL2-1	KY21.Chr1.1151	ZNF830	HGNC:28291	4	0.109340860183264	0.128417063701162	0.144026352484885	0.131902476024116	0.127079993467261	0.123052672671071	0.121127538484308	0.115053042983934
KY21.Chr1.1153.v2.ND3-1	KY21.Chr1.1153	CYB5R2	HGNC:24376	7	0.0590588399473731	0.0543065931775569	0.0583397989419812	0.0743785490007018	0.0851014730580193	0.113427559994351	0.221004904642575	0.334382281237442
KY21.Chr1.1156.v1.nonSL1-1	KY21.Chr1.1156	CASK	HGNC:1497	10	0.0853256957833193	0.0895100119703533	0.11019714658134	0.122353307087714	0.126501450489982	0.136572499595303	0.150168374923463	0.179371513568525
KY21.Chr1.116.v1.SL1-1	KY21.Chr1.116	RAB23	HGNC:14263	3	0.050767444925417	0.0492253931680549	0.0114043427769907	0.0114773535155255	0.0970162650761644	0.179383597078286	0.253087365527416	0.347638237932145
KY21.Chr1.1160.v1.SL1-1	KY21.Chr1.1160	DDX19B	HGNC:2742	17	0.117940485078106	0.113784811976862	0.125401315017061	0.127738123291634	0.129596120452039	0.126961739395061	0.12976551709423	0.128811887695007
KY21.Chr1.1162.v1.SL1-1	KY21.Chr1.1162	EXOC4	HGNC:30389	10	0.0853507559524114	0.0851021144341584	0.0951535197383705	0.123483523538885	0.131004469323625	0.148645030918742	0.154167752316867	0.177092833776941
KY21.Chr1.1163.v1.SL1-1	KY21.Chr1.1163	TCEA1	HGNC:11612	10	0.126348560121262	0.121837633201427	0.122793489941262	0.126197385952885	0.12907992443733	0.124518135502073	0.128659011813682	0.120565859030079
KY21.Chr1.1167.v1.SL2-1	KY21.Chr1.1167	NR2C2AP	HGNC:30763	1	0.105431463196756	0.0987972426491642	0.122227233481606	0.116428437470997	0.120648296151723	0.134465345769922	0.146958182117349	0.155043799162483
KY21.Chr1.1168.v1.SL1-1	KY21.Chr1.1168	MRRF	HGNC:7234	5	0.110807759077087	0.10853269185006	0.115716255108376	0.14490219118899	0.134171628676061	0.124527027493629	0.131807850543164	0.129534596062633
KY21.Chr1.117.v1.SL1-1	KY21.Chr1.117	BARD1	HGNC:952	1	0.0893339280962523	0.125862804196902	0.175230946146218	0.113483785322354	0.221563736409276	0.120045391832854	0.0655474366931292	0.0889319713030155
KY21.Chr1.1172.v1.SL1-1	KY21.Chr1.1172	MFAP1	HGNC:7032	6	0.075256952117367	0.0837169932144363	0.107609158609169	0.124810164515033	0.13732049280084	0.151511479243858	0.161179379396075	0.158595380103222
KY21.Chr1.1173.v2.SL3-1	KY21.Chr1.1173	IRAK1	HGNC:6112	6	0.124124303710407	0.120089870161201	0.127362538091629	0.122367378910138	0.125437955747139	0.122955024769842	0.130771043357087	0.126891885252557
KY21.Chr1.1174.v1.SL1-1	KY21.Chr1.1174	DLD	HGNC:2898	54	0.134021401262937	0.127355099861601	0.126803022599228	0.128907254009541	0.129303823824417	0.125545474242609	0.112714125443585	0.115349798756081
KY21.Chr1.1175.v1.SL1-2	KY21.Chr1.1175	MRPL52	HGNC:16655	4	0.110319513624786	0.126549680498467	0.131578665882623	0.163055681913843	0.150946232921609	0.126337842849395	0.101515682860409	0.089696699448868
KY21.Chr1.1176.v1.SL2-1	KY21.Chr1.1176	RAB7A	HGNC:9788	14	0.132503805425109	0.125886255986633	0.134771865624758	0.116951675162286	0.123896238562152	0.107122179778607	0.129857523598121	0.129010455862333
KY21.Chr1.1177.v1.SL4-1	KY21.Chr1.1177	USP15	HGNC:12613	32	0.135350489593475	0.122980857575039	0.131528770401897	0.107197269995415	0.110109594208936	0.115219225666938	0.139250554146379	0.138363238411922
KY21.Chr1.1180.v1.SL1-2	KY21.Chr1.1180	MMAB	HGNC:19331	5	0.112248402142414	0.112804954860666	0.117401556134217	0.121614088970822	0.117760324263084	0.131814141502612	0.147402155732119	0.138954376394067
KY21.Chr1.1181.v1.SL1-1	KY21.Chr1.1181	SLC25A11	HGNC:10981	19	0.12070668904192	0.111528623596859	0.123937301664514	0.121376314386858	0.124272987708855	0.117697762197129	0.137901057422828	0.142579263981038
KY21.Chr1.1187.v4.SL1-3	KY21.Chr1.1187	GREB1	HGNC:24885	3	0.0488882987547368	0.0248889935035152	0.0113914030861554	0.00950296279506582	0.0304919086839727	0.120908912842084	0.327673589175159	0.426253931159311
KY21.Chr1.1192.v1.SL1-1	KY21.Chr1.1192	MYT1L	HGNC:7623	1	0.000334202598520441	0.00034069810764039	0.0127316835682564	0.00970634528623946	0.230776208772411	0.225748007680138	0.270887635547494	0.249475218439301
KY21.Chr1.1199.v1.SL2-1	KY21.Chr1.1199	SNX33	HGNC:28468	8	0.0869206744573387	0.0857214825745733	0.0915088748000114	0.121059824925596	0.140866303254015	0.125349469814317	0.225967410081741	0.122605960092408
KY21.Chr1.12.v1.SL3-1	KY21.Chr1.12	GCC1	HGNC:19095	10	0.0660606554243984	0.065876938031699	0.0893290566025233	0.137530266308849	0.15225549861668	0.150570415689142	0.162122322713372	0.176254846613335
KY21.Chr1.1200.v1.nonSL3-1	KY21.Chr1.1200	MED4	HGNC:17903	1	0.132693913533652	0.12664473805291	0.139310191159188	0.12670700727844	0.12040253821999	0.116394691292393	0.127328822843798	0.110518097619629
KY21.Chr1.1201.v1.SL1-1	KY21.Chr1.1201	NUP98	HGNC:8068	5	0.12814660235294	0.115956850222216	0.137360018079161	0.139282446713506	0.137038363345797	0.114682905271025	0.120250939979774	0.107281874035581
KY21.Chr1.1202.v1.SL1-1	KY21.Chr1.1202	BHMT	HGNC:1047	10	0.117071017087823	0.0911682767246676	0.11809480304367	0.137080629451599	0.139202930837569	0.136868102795548	0.12769088606205	0.132823353997074
KY21.Chr1.1206.v1.SL1-1	KY21.Chr1.1206	KLRD1	HGNC:6378	4	0.0117419498110222	0.00205576167038056	0.0153562161971131	0.0052339356521841	0.0165181310499006	0.0427505124198649	0.295436126236851	0.610907366962683
KY21.Chr1.1209.v1.nonSL7-1	KY21.Chr1.1209	YPEL5	HGNC:18329	2	0.0816743039107063	0.0780645129725052	0.0924462835635251	0.106307588615054	0.132479475124435	0.145052243356038	0.168073248495347	0.19590234396239
KY21.Chr1.1211.v1.SL2-1	KY21.Chr1.1211	TSPAN7	HGNC:11854	2	0.119711902046622	0.105829498845076	0.109419705944083	0.12649421297706	0.113489461770312	0.140500489692498	0.14249693249123	0.142057796233118
KY21.Chr1.1212.v1.nonSL3-1	KY21.Chr1.1212	IPO5	HGNC:6402	25	0.0949127860403641	0.0921427055808296	0.108183403648287	0.10981049873187	0.129265616097922	0.142306301961589	0.161378105298395	0.162000582640743
KY21.Chr1.1213.v2.SL2-2	KY21.Chr1.1213	COL4A6	HGNC:2208	2	0.00891892068223793	0.00574870187700121	0.0095359139209809	0.00533054085389868	0.0213967015082184	0.17573305427937	0.324141365866784	0.449194801011508
KY21.Chr1.1215.v3.nonSL8-4	KY21.Chr1.1215	COL4A6	HGNC:2208	5	0.00387464600387209	0.00404740614566769	0.0129487210203205	0.0051662277514554	0.0063533954654168	0.0494132959996869	0.271791833828045	0.646404473785536
KY21.Chr1.1226.v1.SL1-1	KY21.Chr1.1226	UBA1	HGNC:12469	64	0.128818108478277	0.126068359838007	0.133163099365463	0.116577597795766	0.122627860451022	0.119947039041752	0.125296953686061	0.127500981343652
KY21.Chr1.1228.v1.SL1-1	KY21.Chr1.1228	FAM110B	HGNC:28587	3	0.0612869575024413	0.0934293605390968	0.246334304020969	0.215579684616079	0.113482975469522	0.0653126776331883	0.101002283188156	0.103571757030548
KY21.Chr1.1229.v1.SL1-1	KY21.Chr1.1229	RTCA	HGNC:17981	5	0.0843108990415342	0.0762214360456347	0.117866331145811	0.138355537929551	0.154674969684996	0.146594782140782	0.140584979282275	0.141391064729417
KY21.Chr1.1232.v1.SL1-1	KY21.Chr1.1232	CWC15	HGNC:26939	7	0.110358211251032	0.106717946020136	0.110614869875616	0.123018223263083	0.13745861804677	0.134069315856839	0.139643121122732	0.138119694563791
KY21.Chr1.1233.v1.SL1-1	KY21.Chr1.1233	RRAGA	HGNC:16963	10	0.102538802528463	0.0995392366615056	0.130878138848334	0.124477490186114	0.142993333520673	0.138524862271535	0.133111199695277	0.127936936288097
KY21.Chr1.1234.v1.nonSL6-1	KY21.Chr1.1234	CYP3A43	HGNC:17450	1	0.0401073202592061	0.0369002638727017	0.0832956541592568	0.0287675563118916	0.0649203976684841	0.0644373839426471	0.329169466115327	0.352401957670486
KY21.Chr1.1235.v1.nonSL1-1	KY21.Chr1.1235	PMVK	HGNC:9141	1	0.105930820589898	0.0931734635030402	0.105294877577015	0.129171825414242	0.13356046071029	0.129890094673003	0.153082777292867	0.149895680239646
